Empresa;Abertura;Mês;Segmento
SL GREEN REA;3092,37;12;BDR
SLC AGRICOLA;2034,14;10;Agropecuária
SLC AGRICOLA;2143,94;11;Agropecuária
SLC AGRICOLA;1786,78;12;Agropecuária
SLCE;0,45;10;Agropecuária
SLCE;2,7;11;Agropecuária
SLCE;28,76;12;Agropecuária
SMAL;0,43;10;BDR
SMALE;50,42;10;BDR
SMALE;165,33;11;BDR
SMALE;145,15;12;BDR
SMILES;1250;10;Diversos
SMILES;1452,4;11;Diversos
SMILES;1436,94;12;Diversos
SMITH & NEPH;168,54;11;BDR
SMITH & NEPH;291,35;12;BDR
SMLS;133,7;10;Fidelidade
SMLS;104,7;11;Fidelidade
SMLS;360,2;12;Fidelidade
SMLS    /EJ;21,9;12;Fidelidade
SMLS  FM;64,01;10;Fidelidade
SMLS  FM;78,57;11;Fidelidade
SMLS  FM;32,94;12;Fidelidade
SMLS  FM/EJ;25,47;12;Fidelidade
SMLSE;9,72;10;Fidelidade
SMLSE;48,54;11;Fidelidade
SMLSE;28,29;12;Fidelidade
SMLSE    /EJ;0,31;12;Fidelidade
SMLSE  FM;37,72;10;Fidelidade
SMLSE  FM;20,66;11;Fidelidade
SMLSE  FM;21,36;12;Fidelidade
SMLSE  FM/EJ;11,88;12;Fidelidade
SMTOE;8,55;10;BDR
SMTOE;1,53;11;BDR
SMTOE;44,16;12;BDR
SNAP-ON INC;687,06;10;BDR
SNAP-ON INC;925,62;11;BDR
SNAP-ON INC;885,79;12;BDR
SONDOTECNICA;733,14;10;Construção e Engenharia
SONDOTECNICA;553,09;11;Construção e Engenharia
SONDOTECNICA;362,79;12;Construção e Engenharia
SONY CORP;8556,91;10;BDR
SONY CORP;9846,97;11;BDR
SONY CORP;9881,68;12;BDR
SOUTHWEST AI;1142,81;10;BDR
SOUTHWEST AI;488,53;11;BDR
SOUTHWEST AI;956,19;12;BDR
SP GLOBAL;2361,32;10;BDR
SP GLOBAL;1362,7;11;BDR
SP GLOBAL;4647,67;12;BDR
SPLUNK INC;298,46;10;BDR
SPLUNK INC;426,87;11;BDR
SPLUNK INC;477,57;12;BDR
SPOTIFY TECH;7761,75;10;BDR
SPOTIFY TECH;7071,13;11;BDR
SPOTIFY TECH;8355,81;12;BDR
SPRINGS;311,89;10;BDR
SPRINGS;294;11;BDR
SPRINGS;367,56;12;BDR
SPTURIS;632,49;10;BDR
SPTURIS;504,53;11;BDR
SPTURIS;633,54;12;BDR
SSC TECHNOL;60,6;10;BDR
SSC TECHNOL;61,04;11;BDR
SSC TECHNOL;61,79;12;BDR
STANLEY BLAC;742,5;10;BDR
STANLEY BLAC;971,51;11;BDR
STANLEY BLAC;921,74;12;BDR
STARBUCKS;7998,78;10;BDR
STARBUCKS;8835,65;11;BDR
STARBUCKS;10542,15;12;BDR
STATE STREET;371,31;10;BDR
STATE STREET;753,49;12;BDR
STBP;1,84;10;Logística 
STBP;3,6;11;Logística 
STBP;14,58;12;Logística 
STBPE;9,46;10;BDR
STBPE;9,9;11;BDR
STBPE;1,6;12;BDR
STERIS PLC;211,29;10;BDR
STERIS PLC;254,97;11;BDR
STERIS PLC;94,9;12;BDR
STERLING BNC;423,09;10;BDR
STERLING BNC;579,28;11;BDR
STERLING BNC;269,96;12;BDR
STMICROEL;192,2;10;BDR
STMICROEL;188,37;11;BDR
STMICROEL;1156,01;12;BDR
STRYKER CORP;308,7;10;BDR
STRYKER CORP;940,36;11;BDR
STRYKER CORP;319,69;12;BDR
SUL AMERICA;4598,99;10;Seguros
SUL AMERICA;4926,86;11;Seguros
SUL AMERICA;4496,13;12;Seguros
SULA;76,38;10;Seguros
SULA;69,33;11;Seguros
SULA;97,69;12;Seguros
SULA    /EB;1,2;11;#N/D
SULA    /EB;11,37;12;#N/D
SULA    /ED;19,8;11;Seguros
SULA    /EDB;0,68;11;#N/D
SULA    /EJ;11,91;10;Seguros
SULAE;246,36;10;Seguros
SULAE;126,42;11;Seguros
SULAE;54,7;12;Seguros
SULAE    /EB;5,79;11;#N/D
SULAE    /EB;22,62;12;#N/D
SULAE    /ED;58,38;11;Seguros
SULAE    /EJ;126,35;10;Seguros
SUMITOMO MIT;160,17;10;BDR
SUMITOMO MIT;293,51;11;BDR
SUMITOMO MIT;335,64;12;BDR
SUZANO S.A.;4414,04;10;Madeira e Papel
SUZANO S.A.;4393,01;11;Madeira e Papel
SUZANO S.A.;6680,29;12;Madeira e Papel
SUZB;1026,49;10;Celulose
SUZB;1363,18;11;Celulose
SUZB;1909,29;12;Celulose
SUZB  FM;476,99;10;Celulose
SUZB  FM;369,91;11;Celulose
SUZB  FM;451,7;12;Celulose
SUZBE;1265,92;10;Celulose
SUZBE;969,64;11;Celulose
SUZBE;1917,85;12;Celulose
SUZBE  FM;319,91;10;Celulose
SUZBE  FM;307,2;11;Celulose
SUZBE  FM;338,36;12;Celulose
SVB FINANCIA;834,7;10;BDR
SVB FINANCIA;436,18;11;BDR
SYNCHRONY FI;932,27;10;BDR
SYNCHRONY FI;798,2;11;BDR
SYNCHRONY FI;1005,57;12;BDR
SYNOPSYS INC;317,01;10;BDR
SYNOPSYS INC;1184;11;BDR
SYNOPSYS INC;2547,61;12;BDR
SYSCO CORP;354,88;10;BDR
SYSCO CORP;187,76;11;BDR
T ROWE PRICE;389,19;11;BDR
TAEE;117,49;10;Energia Elétrica
TAEE;631,76;11;Energia Elétrica
TAEE;228,52;12;Energia Elétrica
TAEE    /EDJ;167,12;11;Energia Elétrica
TAEE    /EJ;550,98;12;#N/D
TAEE  FM;62,08;10;Energia Elétrica
TAEE  FM;103,31;11;Energia Elétrica
TAEE  FM;68,14;12;Energia Elétrica
TAEE  FM/EDJ;50,86;11;Energia Elétrica
TAEE  FM/EJ;31,33;12;#N/D
TAEEE;118,02;10;Energia Elétrica
TAEEE;16,89;11;Energia Elétrica
TAEEE;26,12;12;Energia Elétrica
TAEEE    /ED;6,7;11;Energia Elétrica
TAEEE    /EJ;87,18;12;#N/D
TAEEE  FM;50,02;10;Energia Elétrica
TAEEE  FM;29,96;11;Energia Elétrica
TAEEE  FM;37,27;12;Energia Elétrica
TAEEE  FM/ED;35,71;11;Energia Elétrica
TAEEE  FM/EJ;28,23;12;#N/D
TAESA;3155,56;10;Energia Elétrica
TAESA;3754,1;11;Energia Elétrica
TAESA;3413,03;12;Energia Elétrica
TAIWANSMFAC;7939,59;10;BDR
TAIWANSMFAC;1279,78;11;BDR
TAIWANSMFAC;1342,19;12;BDR
TAKEDAPH;1532,49;10;BDR
TAKEDAPH;1212,06;11;BDR
TAKEDAPH;189,9;12;BDR
TAKE-TWO INT;4441,64;10;BDR
TAKE-TWO INT;4517,64;11;BDR
TAKE-TWO INT;4958,55;12;BDR
TAL EDUCATIO;81,48;11;BDR
TAL EDUCATIO;389,84;12;BDR
TAPESTRY INC;906,31;10;BDR
TAPESTRY INC;708,18;11;BDR
TAPESTRY INC;2911,63;12;BDR
TARGET CORP;16289,89;10;BDR
TARGET CORP;14393,93;11;BDR
TARGET CORP;17915,97;12;BDR
TAURUS ARMAS;1385,18;10;Máquinas e Equipamentos
TAURUS ARMAS;1884,01;11;Máquinas e Equipamentos
TAURUS ARMAS;3795,09;12;Máquinas e Equipamentos
TCSA;0,31;11;BDR
TCSA;0,98;12;BDR
TE CONNECTIV;593,25;10;BDR
TE CONNECTIV;603,13;11;BDR
TECHNIPFMC P;212,91;10;BDR
TECHNIPFMC P;478,7;11;BDR
TECHNIPFMC P;537,94;12;BDR
TECHNOS;60,19;10;BDR
TECHNOS;69,4;11;BDR
TECHNOS;91,63;12;BDR
TECNISA;747,03;10;Construção Civil
TECNISA;712,89;11;Construção Civil
TECNISA;750,61;12;Construção Civil
TECNOSOLO;171,56;10;BDR
TECNOSOLO;163,95;11;BDR
TECNOSOLO;179,17;12;BDR
TEGMA;1453,87;10;Logística 
TEGMA;1326,15;11;Logística 
TEGMA;1632,46;12;Logística 
TEKA;1336,54;10;BDR
TEKA;1089,08;11;BDR
TEKA;1443,31;12;BDR
TEKNO;76,04;10;BDR
TEKNO;123;11;BDR
TEKNO;300,46;12;BDR
TELEBRAS;4756,28;10;Telefonia 
TELEBRAS;4693,62;11;Telefonia 
TELEBRAS;4974,93;12;Telefonia 
TELEF BRASIL;7048,53;10;Telecomunicações
TELEF BRASIL;5811,37;11;Telecomunicações
TELEF BRASIL;4690,54;12;Telecomunicações
TELEFLEX INC;193,4;10;BDR
TELEFLEX INC;185,26;11;BDR
TELEFONIC;265,53;10;BDR
TELEFONIC;352,03;11;BDR
TELEFONIC;446,89;12;BDR
TENARIS SA;105,62;11;Siderugia 
TENARIS SA;251,45;12;Siderugia 
TENDA;1667,55;10;Construção Civil
TENDA;1598,51;11;Construção Civil
TENDA;1951,99;12;Construção Civil
TERNIUMSA;574,16;11;BDR
TERNIUMSA;920,15;12;BDR
TERRA SANTA;837,86;10;Agropecuária
TERRA SANTA;1069,82;11;Agropecuária
TERRA SANTA;1629,58;12;Agropecuária
TESLA INC;9058,47;10;BDR
TESLA INC;1606,55;11;BDR
TESLA INC;2021,02;12;BDR
TEVA PHARMAC;52,24;10;BDR
TEVA PHARMAC;205,21;11;BDR
TEVA PHARMAC;212,55;12;BDR
TEX RENAUX;1668,52;10;BDR
TEX RENAUX;1245,97;11;BDR
TEX RENAUX;1852,76;12;BDR
TEXAS INC;15841,43;10;BDR
TEXAS INC;16056,1;11;BDR
TEXAS INC;15066,62;12;BDR
TEXTRON INC;444,76;11;BDR
TEXTRON INC;244,88;12;BDR
THE JM SMUCK;639,93;10;BDR
THE JM SMUCK;1274,33;11;BDR
THE JM SMUCK;1483,7;12;BDR
THE PROGRESS;531,02;11;BDR
THE PROGRESS;225,78;12;BDR
THE SHERWIN;1181,51;11;BDR
THE SHERWIN;1850,59;12;BDR
THE SOUTHERN;981,35;10;BDR
THE SOUTHERN;328,37;11;BDR
THE SOUTHERN;1251,27;12;BDR
THERMFISCHER;7483,72;10;BDR
THERMFISCHER;1081,88;11;BDR
THERMFISCHER;1005,63;12;BDR
TIET;27,37;10;Energia Elétrica
TIET;18,34;11;Energia Elétrica
TIET;35,88;12;Energia Elétrica
TIET    /ED;9,84;11;Energia Elétrica
TIET    /EJ;42,51;12;#N/D
TIETE;1,89;10;Energia Elétrica
TIETE;0,42;11;Energia Elétrica
TIETE;0,01;12;Energia Elétrica
TIETE    /ED;20,89;11;Energia Elétrica
TIETE    /EJ;0,25;12;#N/D
TIFFANY;2859,61;10;BDR
TIFFANY;5007,56;11;BDR
TIFFANY;5442,49;12;BDR
TIM;539,01;10;Telecomunicações
TIM;772,26;11;Telecomunicações
TIM;918,94;12;Telecomunicações
TIM PART S/A;316,28;10;Telefonia 
TIME FOR FUN;142,44;10;Viagens e Lazer
TIME FOR FUN;150,4;11;Viagens e Lazer
TIME FOR FUN;306,94;12;Viagens e Lazer
TIMP;0,2;10;Telefonia 
TIMP  FM;9,97;10;Telefonia 
TIMPE;25,65;10;Telefonia 
TIMPE  FM;7,76;10;Telefonia 
TIMS;13,47;10;Telefonia 
TIMS;55,88;11;Telefonia 
TIMS;40,67;12;Telefonia 
TIMS    /EJ;65,71;12;#N/D
TIMS  FM;11,45;10;Telefonia 
TIMS  FM;41,65;11;Telefonia 
TIMS  FM;57,26;12;Telefonia 
TIMS  FM/EJ;15,49;10;Telefonia 
TIMS  FM/EJ;28,41;12;Telefonia 
TIMSE;107,6;10;Telefonia 
TIMSE;77,37;11;Telefonia 
TIMSE;16,77;12;Telefonia 
TIMSE    /EJ;17,99;10;Telefonia 
TIMSE    /EJ;33,23;12;Telefonia 
TIMSE  FM;11,04;10;Telefonia 
TIMSE  FM;14,6;11;Telefonia 
TIMSE  FM;18,54;12;Telefonia 
TIMSE  FM/EJ;4,69;10;Telefonia 
TIMSE  FM/EJ;29,65;12;Telefonia 
TJX COMPANIE;2785,93;10;BDR
TJX COMPANIE;6188,55;11;BDR
TJX COMPANIE;5823,31;12;BDR
T-MOBILE US;1270,13;10;BDR
T-MOBILE US;1686,99;11;BDR
T-MOBILE US;2370,39;12;BDR
TOTS;23,56;10;Tecnologia
TOTS;33,18;11;Tecnologia
TOTS;24,3;12;Tecnologia
TOTS    /EJ;8,82;12;Tecnologia
TOTSE;76,41;10;Tecnologia
TOTSE;29,83;11;Tecnologia
TOTSE;136,85;12;Tecnologia
TOTSE    /EJ;4,79;12;Tecnologia
TOTVS;2512,5;10;Tecnologia
TOTVS;2875,27;11;Tecnologia
TOTVS;2505,87;12;Tecnologia
TOYOTAMO;5247,92;10;BDR
TOYOTAMO;10691,28;11;BDR
TOYOTAMO;14423,68;12;BDR
TRACK FIELD;91,54;10;Tecidos, Vestuário e Calçados
TRACK FIELD;454,5;11;Tecidos, Vestuário e Calçados
TRACK FIELD;481,18;12;Tecidos, Vestuário e Calçados
TRACTOR SUPP;1222,71;10;BDR
TRACTOR SUPP;722,73;11;BDR
TRACTOR SUPP;1487,4;12;BDR
TRAN PAULIST;2920,33;10;Energia Elétrica
TRAN PAULIST;2724,5;11;Energia Elétrica
TRAN PAULIST;3446,45;12;Energia Elétrica
TRANE TECH;1117,96;10;BDR
TRANE TECH;3551,11;11;BDR
TRANE TECH;1484;12;BDR
TRANSDIGM GR;818,99;10;BDR
TRANSDIGM GR;321,63;11;BDR
TRANSDIGM GR;936,55;12;BDR
TRANSOCEAN;95,4;10;BDR
TRANSOCEAN;146,75;11;BDR
TRANSOCEAN;234,9;12;BDR
TRAVELERS;1679,3;10;BDR
TRAVELERS;702,93;11;BDR
TREND CHINA;71,51;12;BDR
TREND IFIX;11,25;11;BDR
TREND IFIX;199,94;12;BDR
TREND OURO;115,84;12;BDR
TREVISA;2134,66;10;BDR
TREVISA;2318,92;11;BDR
TREVISA;2472,89;12;BDR
TRIPADVISOR;450,87;10;BDR
TRIPADVISOR;1217,53;11;BDR
TRIPADVISOR;849,85;12;BDR
TRIS;3,65;11;#N/D
TRIS;0,2;12;#N/D
TRISUL;1075,03;10;Imóveis 
TRISUL;944,82;11;Imóveis 
TRISUL;952,92;12;Imóveis 
TRIUNFO PART;60,54;10;Transporte
TRIUNFO PART;86,81;11;Transporte
TRIUNFO PART;138,74;12;Transporte
TRPL;8,04;10;Energia Elétrica
TRPL;2,39;11;Energia Elétrica
TRPL;3,23;12;Energia Elétrica
TRPL    /ED;137,9;11;#N/D
TRPL    /EDJ;5,11;12;#N/D
TRPLE;0,29;10;Energia Elétrica
TRPLE;4,76;11;Energia Elétrica
TRPLE;14,83;12;Energia Elétrica
TRPLE    /ED;1,98;11;#N/D
TRPLE    /ED;129,14;12;#N/D
TRTMSCI EAFE;280,67;12;BDR
TRUIST FINAN;474,36;10;BDR
TRUIST FINAN;504,98;11;BDR
TRUSTMSCI US;786,12;12;BDR
TUPY;1351,57;10;Siderugia 
TUPY;1537,08;11;Siderugia 
TUPY;1260,25;12;Siderugia 
TWILIO INC;336,35;10;BDR
TWILIO INC;1141,48;11;BDR
TWILIO INC;1397,33;12;BDR
TWITTER;2416,85;10;BDR
TWITTER;2387,9;11;BDR
TWITTER;2636,55;12;BDR
TYSON FOODS;986,74;10;BDR
TYSON FOODS;3009,79;11;BDR
TYSON FOODS;3111,76;12;BDR
UBER TECH IN;3929,18;10;BDR
UBER TECH IN;1276,26;11;BDR
UBER TECH IN;1355,28;12;BDR
UBS GROUP;683,17;10;BDR
UBS GROUP;1442,72;11;BDR
UBS GROUP;1244;12;BDR
UDR INC;181,75;10;BDR
UDR INC;197,7;11;BDR
UDR INC;607,44;12;BDR
UGPA;74,14;10;Oléo & Gás
UGPA;343,67;11;Oléo & Gás
UGPA;523,45;12;Oléo & Gás
UGPA  FM;88,71;10;Oléo & Gás
UGPA  FM;106,98;11;Oléo & Gás
UGPA  FM;130,01;12;Oléo & Gás
UGPAE;304,34;10;Oléo & Gás
UGPAE;218,55;11;Oléo & Gás
UGPAE;218,52;12;Oléo & Gás
UGPAE  FM;71,55;10;Oléo & Gás
UGPAE  FM;61,32;11;Oléo & Gás
UGPAE  FM;59,38;12;Oléo & Gás
ULTA BEAUTY;1883,09;10;BDR
ULTA BEAUTY;505,41;11;BDR
ULTA BEAUTY;838,81;12;BDR
ULTRAPAR;1783,28;10;Oléo & Gás
ULTRAPAR;1228,82;11;Oléo & Gás
ULTRAPAR;1531,66;12;Oléo & Gás
UNDER ARMOUR;489,82;10;BDR
UNDER ARMOUR;601,14;11;BDR
UNDER ARMOUR;699,72;12;BDR
UNICASA;199,18;10;Utilidades Domésticas
UNICASA;189,5;11;Utilidades Domésticas
UNICASA;234,65;12;Utilidades Domésticas
UNILEVER;5906,73;10;BDR
UNILEVER;6672,13;11;BDR
UNILEVER;5818,85;12;BDR
UNILEVER NV;342,6;10;BDR
UNILEVER NV;884,55;11;BDR
UNIONPACIFIC;2446,08;10;BDR
UNIONPACIFIC;1365,98;11;BDR
UNIONPACIFIC;2085,79;12;BDR
UNIPAR;3946,03;10;Setor Quimico
UNIPAR;4384,93;11;Setor Quimico
UNIPAR;6079,62;12;Setor Quimico
UNITED AIRLI;1690,77;10;BDR
UNITED AIRLI;1938,78;11;BDR
UNITED AIRLI;2403,66;12;BDR
UNITED RENTA;1570,91;10;BDR
UNITED RENTA;3537,98;11;BDR
UNITED RENTA;3690,23;12;BDR
UNITEDHEALTH;5432,05;10;BDR
UNITEDHEALTH;1072,28;11;BDR
UNITEDHEALTH;1008,87;12;BDR
UNIVERSAL HE;318,25;10;BDR
UNIVERSAL HE;1222,62;11;BDR
UNIVERSAL HE;860,22;12;BDR
UNUM GROUP;1045,34;10;BDR
UNUM GROUP;663,63;11;BDR
UNUM GROUP;935,69;12;BDR
UPS;4729,84;10;BDR
UPS;1139,03;11;BDR
UPS;1094,43;12;BDR
US AEROSPACE;50,2;11;BDR
US AEROSPACE;344,39;12;BDR
US BANCORP;1316,77;10;BDR
US BANCORP;1646,43;11;BDR
US BANCORP;2561,36;12;BDR
US FINANCIAL;46;11;BDR
US FINANCIAL;515,52;12;BDR
US STEEL;759,42;10;BDR
US STEEL;1149,38;11;BDR
US STEEL;1681,93;12;BDR
US TECHNOLOG;49,76;11;BDR
US TECHNOLOG;394,45;12;BDR
USIM;440,37;10;Mineração
USIM;391,39;11;Mineração
USIM;758,32;12;Mineração
USIM  FM;111;10;Energia Elétrica 
USIM  FM;106,66;11;Energia Elétrica 
USIM  FM;150,92;12;Energia Elétrica 
USIME;653,54;10;Mineração
USIME;559,88;11;Mineração
USIME;856,34;12;Mineração
USIME  FM;83,23;10;Energia Elétrica 
USIME  FM;79;11;Energia Elétrica 
USIME  FM;110,27;12;Energia Elétrica 
USIMINAS;2141,5;10;Mineração
USIMINAS;1980,97;11;Mineração
USIMINAS;2408,15;12;Mineração
VALE;16925,22;10;Mineração
VALE;21454,61;11;Mineração
VALE;36903,68;12;Mineração
VALE    /EDJ;148,72;10;Mineração
VALEE;10372,9;10;Mineração
VALEE;13127,01;11;Mineração
VALEE;29284,51;12;Mineração
VALEE    /ED;274,64;10;Mineração
VALEE  FM;1799,35;10;Mineração
VALEE  FM;1774,76;11;Mineração
VALEE  FM;2787,74;12;Mineração
VALEE  FM/ED;89,45;10;Mineração
VALERO ENER;1475,13;10;BDR
VALERO ENER;2042,34;11;BDR
VALERO ENER;2067,09;12;BDR
VALID;752,49;10;Tecnologia
VALID;677,27;11;Tecnologia
VALID;710,4;12;Tecnologia
VALLEY NTION;259,15;10;BDR
VALLEY NTION;135,6;11;BDR
VALLEY NTION;199,61;12;BDR
VARIAN MEDIC;479,92;10;BDR
VARIAN MEDIC;1781,28;12;BDR
VENTAS INC;353,87;10;BDR
VENTAS INC;1010,08;11;BDR
VENTAS INC;768,48;12;BDR
VERISIGN INC;1411,93;10;BDR
VERISIGN INC;286,26;11;BDR
VERISIGN INC;1341,98;12;BDR
VERISK ANALY;242;12;BDR
VERIZON;6010,23;10;BDR
VERIZON;1085,85;11;BDR
VERIZON;1037,2;12;BDR
VERTEX PHARM;6330,27;10;BDR
VERTEX PHARM;5358,87;11;BDR
VERTEX PHARM;3866,77;12;BDR
VF CORP;418,7;10;BDR
VF CORP;854,32;11;BDR
VF CORP;674,4;12;BDR
VIACOMCBS;1274,06;10;BDR
VIACOMCBS;2284,65;11;BDR
VIACOMCBS;1282,93;12;BDR
VIAVAREJO;4391,65;10;Comércio
VIAVAREJO;4281,73;11;Comércio
VIAVAREJO;3923,09;12;Comércio
VIPSHOP HOLD;159,7;10;BDR
VIPSHOP HOLD;128,07;11;BDR
VIPSHOP HOLD;786,42;12;BDR
VISA INC;23516,99;10;BDR
VISA INC;22488,72;11;BDR
VISA INC;21854,25;12;BDR
VIVARA S.A.;1462,98;10;Tecidos, Vestuário e Calçados
VIVARA S.A.;1466,89;11;Tecidos, Vestuário e Calçados
VIVARA S.A.;1365,51;12;Tecidos, Vestuário e Calçados
VIVER;58,24;10;BDR
VIVER;61,42;11;BDR
VIVER;62,53;12;BDR
VIVT;226,35;10;Telefonia
VIVT;516,38;11;Telefonia
VIVT;344,66;12;Telefonia
VIVT    /EDJ;9,93;12;Telefonia
VIVT    /EJ;13,81;10;Telefonia
VIVT    /EJ;6,99;11;Telefonia
VIVT    /EJ;46,89;12;Telefonia
VIVT  FM;73;10;Telefonia
VIVT  FM;141,73;11;Telefonia
VIVT  FM;113,25;12;Telefonia
VIVT  FM/EDJ;18,99;12;Telefonia
VIVT  FM/EJ;22,25;10;Telefonia
VIVT  FM/EJ;5,1;11;Telefonia
VIVT  FM/EJ;66,81;12;Telefonia
VIVTE;772,75;10;Telefonia
VIVTE;522,23;11;Telefonia
VIVTE;388,92;12;Telefonia
VIVTE    /ED;12,45;12;Telefonia
VIVTE    /EJ;53,72;10;Telefonia
VIVTE    /EJ;3,91;11;Telefonia
VIVTE    /EJ;46,93;12;Telefonia
VIVTE  FM;101,15;10;Telefonia
VIVTE  FM;101,59;11;Telefonia
VIVTE  FM;84,49;12;Telefonia
VIVTE  FM/ED;9,99;12;Telefonia
VIVTE  FM/EJ;41,73;10;Telefonia
VIVTE  FM/EJ;6,64;11;Telefonia
VIVTE  FM/EJ;47,25;12;Telefonia
VLID;1,15;10;Tecnologia
VLID;0,6;11;Tecnologia
VLID;0,33;12;Tecnologia
VLIDE;0,64;11;Tecnologia
VLIDE;1,05;12;Tecnologia
VODAFONE GRO;78,11;10;BDR
VODAFONE GRO;348,78;11;BDR
VODAFONE GRO;619,7;12;BDR
VORNADO REAL;898,98;10;BDR
VORNADO REAL;2308,08;11;BDR
VORNADO REAL;2171,16;12;BDR
VULCABRAS;410,99;10;Roupas
VULCABRAS;342,16;11;Roupas
VULCABRAS;391,63;12;Roupas
VULCAN MATER;203,28;10;BDR
VULCAN MATER;1170,86;11;BDR
VULCAN MATER;174,76;12;BDR
VVAR;2292,86;10;Vestuário
VVAR;2375,05;11;Vestuário
VVAR;1649,31;12;Vestuário
VVAR    /ATZ;129,26;12;#N/D
VVARE;3284,81;10;Vestuário
VVARE;3087,76;11;Vestuário
VVARE;3246,61;12;Vestuário
VVARE    /AT;304,79;12;#N/D
WABTEC CORP;563,38;11;BDR
WAL MART;3165,43;10;BDR
WAL MART;1013,26;11;BDR
WAL MART;952,64;12;BDR
WALGREENS;1128,51;10;BDR
WALGREENS;1923,56;11;BDR
WALGREENS;2106,61;12;BDR
WALT DISNEY;14746,99;10;BDR
WALT DISNEY;15248,4;11;BDR
WALT DISNEY;17071,56;12;BDR
WARNER MUSIC;162,36;10;BDR
WARNER MUSIC;469,98;11;BDR
WARNER MUSIC;313,86;12;BDR
WASTE MANAG;944,4;10;BDR
WASTE MANAG;336,7;11;BDR
WASTE MANAG;297,81;12;BDR
WATERS CORP;602,69;11;BDR
WATSCO INC;52,39;11;BDR
WATSCO INC;235,58;12;BDR
WEC ENERGY G;283,83;10;BDR
WEC ENERGY G;539,48;11;BDR
WEC ENERGY G;480,78;12;BDR
WEG;11641,5;10;Industrial 
WEG;10014,99;11;Industrial 
WEG;12180,05;12;Industrial 
WEGE;4829,01;10;Vestuário
WEGE;3428,69;11;Vestuário
WEGE;527,15;12;Vestuário
WEGE    /EJ;323,92;10;Equipamentos
WEGE    /EJ;759,97;12;Equipamentos
WEGE  FM;602,25;10;Equipamentos
WEGE  FM;520,87;11;Equipamentos
WEGE  FM;336,99;12;Equipamentos
WEGE  FM/EJ;124,35;10;Equipamentos
WEGE  FM/EJ;186,24;12;Equipamentos
WEGEE;1950,47;10;Equipamentos
WEGEE;1550,98;11;Equipamentos
WEGEE;1577,49;12;Equipamentos
WEGEE    /EJ;54,71;10;Equipamentos
WEGEE    /EJ;1810,35;12;Equipamentos
WEGEE  FM;384,68;10;Equipamentos
WEGEE  FM;324,51;11;Equipamentos
WEGEE  FM;309,23;12;Equipamentos
WEGEE  FM/EJ;65,29;10;Equipamentos
WEGEE  FM/EJ;133,18;12;Equipamentos
WEIBO CORP;336,14;10;BDR
WEIBO CORP;489,35;11;BDR
WEIBO CORP;865,51;12;BDR
WELLS FARGO;2577,75;10;BDR
WELLS FARGO;681,69;11;BDR
WELLS FARGO;758,88;12;BDR
WELLTOWER IN;757,62;10;BDR
WELLTOWER IN;1184,2;11;BDR
WELLTOWER IN;1499,91;12;BDR
WESTERN BCOR;232,35;10;BDR
WESTERN BCOR;283,49;11;BDR
WESTERN BCOR;309,61;12;BDR
WESTERN DIG;2260,22;10;BDR
WESTERN DIG;665,12;11;BDR
WESTERNUNION;616,18;10;BDR
WESTERNUNION;1281,35;11;BDR
WESTERNUNION;676,2;12;BDR
WESTPAC BANK;73,13;10;BDR
WESTPAC BANK;117,56;11;BDR
WESTPAC BANK;156,2;12;BDR
WESTROCK CO;1330,43;10;BDR
WESTROCK CO;435,75;11;BDR
WESTROCK CO;214,2;12;BDR
WETZEL S/A;1980,97;10;BDR
WETZEL S/A;1388,95;11;BDR
WETZEL S/A;1422,01;12;BDR
WEYERHAEUSER;322,39;10;BDR
WEYERHAEUSER;466,1;11;BDR
WEYERHAEUSER;1164,62;12;BDR
WHIRLPOOL;635,78;10;Eletrodomesticos
WHIRLPOOL;630,27;11;Eletrodomesticos
WHIRLPOOL;669,83;12;Eletrodomesticos
WHIRLPOOL CO;1693,57;10;Eletrodomesticos
WHIRLPOOL CO;1787,92;11;Eletrodomesticos
WHIRLPOOL CO;2163,72;12;Eletrodomesticos
WILLIAMS COS;325,08;10;BDR
WILLIAMS COS;107,09;11;BDR
WILLIAMS COS;1214,38;12;BDR
WILLIS TOWER;883,98;10;BDR
WILLIS TOWER;1090,71;11;BDR
WILLIS TOWER;272,6;12;BDR
WILSON SONS;933,99;10;Transporte
WILSON SONS;854,93;11;Transporte
WILSON SONS;934,77;12;Transporte
WIX.COM LTD;413,82;11;BDR
WIX.COM LTD;633,18;12;BDR
WIZ S.A.;536,92;10;Previdência e Seguros
WIZ S.A.;657,99;11;Previdência e Seguros
WIZ S.A.;803,64;12;Previdência e Seguros
WIZS;1;11;#N/D
WIZS;0,5;12;#N/D
WIZSE;1,02;11;#N/D
WIZSE;0,29;12;#N/D
WLM IND COM;1102,89;10;BDR
WLM IND COM;1316,96;11;BDR
WLM IND COM;1643,41;12;BDR
WORKDAY INC;1274,12;10;BDR
WORKDAY INC;1450,19;11;BDR
WORKDAY INC;2099,87;12;BDR
WPP PLC;48,45;10;BDR
WPP PLC;47,05;11;BDR
WPP PLC;316,95;12;BDR
WR BERKLEY C;71,3;10;BDR
WR BERKLEY C;181,01;11;BDR
WR BERKLEY C;68,62;12;BDR
WW GRAINGER;3592,73;10;BDR
WW GRAINGER;763,16;11;BDR
WW GRAINGER;413,93;12;BDR
WYNN RESORTS;621,22;10;BDR
WYNN RESORTS;2091,83;11;BDR
WYNN RESORTS;1763,27;12;BDR
